Account No,,,Pin No,BALANCE AMT
409000611074',,,823787,1341397
409000611074',,,933635,1338637
409000611074',,,250690,961196
409000611074',,,759040,1261196
409000611074',,,914907,1561196
409000611074',,,858619,1557236
409000611074',,,674490,943957
409000611074',,,501552,1243957
409000611074',,,907213,1240237
409000611074',,,377469,566207
409000611074',,,843917,966207
409000611074',,,561407,1366207
409000611074',,,960711,1364287
409000611074',,,686044,1070587
409000611074',,,740923,1370587
409000611074',,,315844,1368187
409000611074',,,898944,976734
409000611074',,,293783,1376734
409000611074',,,361409,1776734
409000611074',,,819515,1772174
409000611074',,,716597,1044515
409000611074',,,590793,1041995
409000611074',,,509320,697345
409000611074',,,226181,697105
409000611074',,,324579,647105
409000611074',,,725961,947105
409000611074',,,464399,1247105
409000611074',,,464875,1243505
409000611074',,,273405,769879
409000611074',,,309038,1069879
409000611074',,,552832,1068919
409000611074',,,976590,960719
409000611074',,,166305,1460719
409000611074',,,630723,1457719
409000611074',,,667714,1011518
409000611074',,,871301,1411518
409000611074',,,771036,1407918
409000611074',,,264643,779290
409000611074',,,159843,1279290
409000611074',,,266794,1277850
409000611074',,,394904,1048050
409000611074',,,939719,1348050
409000611074',,,125607,1648050
409000611074',,,233193,1647090
409000611074',,,529836,1548190
409000611074',,,429632,1547710
409000611074',,,990130,1451510
409000611074',,,725394,1751510
409000611074',,,616342,1747430
409000611074',,,428924,1144500
409000611074',,,914574,1544500
409000611074',,,441298,1540780
409000611074',,,854809,951643
409000611074',,,151624,1451643
409000611074',,,165681,1448763
409000611074',,,738232,1060436
409000611074',,,415796,1560436
409000611074',,,159586,1558396
409000611074',,,152767,1312983
409000611074',,,703161,1612983
409000611074',,,450465,1611063
409000611074',,,160981,1144939
409000611074',,,153080,1144579
409000611074',,,140972,1127079
409000611074',,,877389,1527079
409000611074',,,897081,1524559
409000611074',,,621277,1225434
409000611074',,,501301,1525434
409000611074',,,360485,1522074
409000611074',,,451090,1121022
409000611074',,,113968,1119822
409000611074',,,110313,895771
409000611074',,,957047,1195771
409000611074',,,104995,1195051
409000611074',,,970762,1062200
409000611074',,,415614,462200
409000493201',,,762166,962200
409000493201',,,758141,961397.23
409000493201',,,943731,961157.34
409000493201',,,696191,959963.8
409000493201',,,950685,959930.81
409000493201',,,409508,959914.51
409000493201',,,597272,959896.47
409000493201',,,454395,959873.48
409000493201',,,145828,959858.63
409000493201',,,807220,959660.48
409000493201',,,804272,958644.77
409000493201',,,747193,956719.44
409000493201',,,957805,954435.35
409000493201',,,509465,953746.05
409000493201',,,188163,953546.75
409000493201',,,460355,951608.73
409000493201',,,252814,951029.43
409000493201',,,710824,950130.26
409000493201',,,159910,946202.76
409000493201',,,687496,946194.61
409000493201',,,726475,946096.46
409000493201',,,261473,945597.29
409000493201',,,889139,945589.14
409000493201',,,766332,945580.99
409000493201',,,770255,943822.97
409000493201',,,254162,939502.56
409000493201',,,970640,935627.56
409000493201',,,999899,934240.12
409000493201',,,471246,923860.63
409000493201',,,226811,920625.76
409000493201',,,415803,919740.89
409000493201',,,806005,919693.45
409000493201',,,260307,919503.45
409000493201',,,967695,904493.96
409000493201',,,377471,863107.77
409000493201',,,162492,860875.33
409000493201',,,945062,856233.14
409000493201',,,334358,853790.7
409000493201',,,184227,851452.25
409000493201',,,980405,851444.68
409000493201',,,553143,840995.44
409000493201',,,111944,838143.39
409000493201',,,761011,831366.21
409000493201',,,439580,831364.11
409000493201',,,657869,831365.01
409000493201',,,852722,831360.31
409000493201',,,111855,828121.65
409000493201',,,149377,828116.95
409000493201',,,192607,813293.94
409000493201',,,973229,812991.46
409000493201',,,229576,812468.28
409000493201',,,809478,809266.57
409000493201',,,142502,802407.21
409000493201',,,665999,789732.41
409000493201',,,675751,702336.59
409000493201',,,394307,687110.7
409000493201',,,370912,666772.85
409000493201',,,439835,645156.19
409000493201',,,666234,637074.18
409000493201',,,354360,624378.63
409000493201',,,194121,555518.15
409000493201',,,816740,482308.37
409000493201',,,163180,982308.37
409000493201',,,950197,946312.36
409000493201',,,507598,872468.24
409000493201',,,489227,801102.62
409000493201',,,500392,692188.53
409000493201',,,209107,691129.4
409000493201',,,512532,608026.53
409000493201',,,276928,675026.53
409000493201',,,126023,585489.28
409000493201',,,912655,702489.28
409000493201',,,746314,584815.11
409000493201',,,818922,734815.11
409000493201',,,476185,641169.11
409000493201',,,126359,791169.11
409000493201',,,334372,703831.15
409000493201',,,608464,520595.6
409000493201',,,744860,720595.6
409000493201',,,349197,820595.6
409000493201',,,860799,742012.2
409000493201',,,210527,842012.2
409000493201',,,226640,695237.3
409000493201',,,781154,614189.99
409000493201',,,609261,814189.99
409000493201',,,230673,644343.83
409000493201',,,170434,744343.83
409000493201',,,407164,716834.71
409000493201',,,856489,916834.71
409000493201',,,987064,1316834.71
409000493201',,,700300,925585.91
409000493201',,,812173,776223.8
409000493201',,,505320,583389.08
409000493201',,,392828,683389.08
409000493201',,,990270,537979.41
409000493201',,,403619,687979.41
409000493201',,,481285,887979.41
409000493201',,,802911,539222.77
409000493201',,,185011,639222.77
409000493201',,,707293,581043.81
409000493201',,,162931,681043.81
409000493201',,,781711,608483.19
409000493201',,,694007,658483.19
409000493201',,,536681,565639.23
409000493201',,,834259,665639.23
409000493201',,,513347,587888.69
409000493201',,,814528,637888.69
409000493201',,,798112,1137888.69
409000493201',,,445869,1067066.79
409000493201',,,961036,961648.44
409000493201',,,542276,962313.93
409000493201',,,162739,834996.53
409000493201',,,856510,777513.39
409000493201',,,543962,673845.84
409000493201',,,193271,571108.68
409000493201',,,874456,1071108.68
409000493201',,,389604,995350.65
409000493201',,,667059,849413.72
409000493201',,,677255,802196.79
409000493201',,,397126,750461.07
409000493201',,,213273,661329.41
409000493201',,,450073,542494.44
409000493201',,,983116,1042494.44
409000493201',,,588988,934584.58
409000493201',,,585008,856462.7
409000493201',,,984708,782979.27
409000493201',,,617522,746177.03
409000493201',,,677179,718555.86
409000493201',,,830487,682377.83
409000493201',,,508486,637546.91
409000493201',,,833211,583272.03
409000493201',,,567520,683272.03
409000493201',,,125327,626736.84
409000493201',,,106412,550460.67
409000493201',,,721995,650460.67
409000493201',,,360440,558105.92
409000493201',,,563447,497817.38
409000493201',,,712064,545034.31
409000493201',,,564654,645034.31
409000493201',,,818374,695034.31
409000493201',,,381543,795034.31
409000493201',,,584227,701756.95
409000493201',,,843998,648312.42
409000493201',,,654011,554399.42
409000493201',,,657296,654399.42
409000493201',,,211261,482679.23
409000493201',,,949172,682679.23
409000493201',,,601046,486911.31
409000493201',,,464283,686911.31
409000493201',,,320436,580290.64
409000493201',,,712320,780290.64
409000493201',,,349140,649270.24
409000493201',,,759013,566060.76
409000493201',,,105234,616060.76
409000493201',,,983984,518904.25
409000493201',,,634269,618904.25
409000493201',,,746520,562115.21
409000493201',,,920509,486169.77
409000493201',,,220493,686169.77
409000493201',,,388914,538230.96
409000493201',,,524580,738230.96
409000493201',,,884842,938230.96
409000493201',,,550295,757041.56
409000493201',,,875213,694828.42
409000493201',,,152760,794828.42
409000493201',,,980270,607682.53
409000493201',,,630445,1007682.53
409000493201',,,233920,879613.02
409000493201',,,137305,979613.02
409000493201',,,294498,1179613.02
409000493201',,,680698,1104861.65
409000493201',,,346223,1028036.11
409000493201',,,558204,929779.69
409000493201',,,888139,829790.25
409000493201',,,145164,1029790.25
409000493201',,,491774,952089.79
409000493201',,,775193,897411.59
409000493201',,,489201,808251.31
409000493201',,,782749,754446.32
409000493201',,,632242,662252.72
409000493201',,,481170,1412252.72
409000493201',,,201994,555664.08
409000493201',,,581921,501574.9
409000493201',,,983644,601574.9
409000493201',,,214087,701574.9
409000493201',,,345946,581987.63
409000493201',,,197638,681987.63
409000493201',,,716555,781987.63
409000493201',,,802571,881987.63
409000493201',,,548602,654957.12
409000493201',,,674492,535440.61
409000493201',,,966325,735440.61
409000493201',,,744709,636690.69
409000493201',,,207784,836690.69
409000493201',,,278535,661539.18
409000493201',,,377914,505860.55
409000493201',,,609563,705860.55
409000493201',,,489986,605026.06
409000493201',,,845629,805026.06
409000493201',,,390800,677895.67
409000493201',,,774754,877895.67
409000493201',,,552455,742038.63
409000493201',,,283612,1242038.63
409000493201',,,518480,701713.9
409000493201',,,243079,801713.9
409000493201',,,666580,1001713.9
409000493201',,,491662,760165.67
409000493201',,,392955,1260165.67
409000493201',,,585494,1193387.24
409000493201',,,392157,1105366.8
409000493201',,,512563,1026260.93
409000493201',,,255711,897191.75
409000493201',,,933564,898863.38
409000493201',,,721251,766999.07
409000493201',,,978337,702648.75
409000493201',,,694959,544537.57
409000493201',,,263952,505371.05
409000493201',,,421530,705371.05
409000493201',,,689955,523017.52
409000493201',,,720479,723017.52
409000493201',,,827870,923017.52
409000493201',,,553600,695874.69
409000493201',,,790262,895874.69
409000493201',,,961282,995874.69
409000493201',,,213608,1195874.69
409000493201',,,490028,1067365.19
409000493201',,,694277,928551.43
409000493201',,,601711,798932.79
409000493201',,,736814,898932.79
409000493201',,,862897,1098932.79
409000493201',,,286073,968480.89
409000493201',,,798986,843433.59
409000493201',,,776168,590700.19
409000493201',,,136075,493463.63
409000493201',,,250821,693463.63
409000493201',,,739154,598022.55
409000493201',,,600006,698022.55
409000493201',,,570344,798022.55
409000493201',,,904716,713942.17
409000493201',,,367939,913942.17
409000493201',,,242135,1113942.17
409000493201',,,208676,911062.39
409000493201',,,701504,773912.79
409000493201',,,275816,973912.79
409000493201',,,879898,884193.89
409000493201',,,820004,775090.29
409000493201',,,679155,875090.29
409000493201',,,240210,975090.29
409000493201',,,652090,846517.99
409000493201',,,440713,896517.99
409000493201',,,876919,996517.99
409000493201',,,657379,1046517.99
409000493201',,,339913,1146517.99
409000493201',,,388336,1246517.99
409000493201',,,658762,1346517.99
409000493201',,,276617,1221425.21
409000493201',,,347936,1029543.91
409000493201',,,121370,930255.31
409000493201',,,592463,771450.91
409000493201',,,533120,971450.91
409000493201',,,163558,919057.54
409000493201',,,567117,809823.06
409000493201',,,666010,859823.06
409000493201',,,343513,909823.06
409000493201',,,756470,959823.06
409000493201',,,924539,1009823.06
409000493201',,,903651,1059823.06
409000493201',,,351920,1109823.06
409000493201',,,510248,1159823.06
409000493201',,,195467,1209823.06
409000493201',,,927150,1259823.06
409000493201',,,599316,1309823.06
409000493201',,,486212,1359823.06
409000493201',,,660527,1409823.06
409000493201',,,180648,1459823.06
409000493201',,,242233,1509823.06
409000493201',,,784296,1559823.06
409000493201',,,244696,1609823.06
409000493201',,,473140,1435164.92
409000493201',,,366313,1308186.26
409000493201',,,385301,1295539.38
409000493201',,,987852,1061156.86
409000493201',,,622256,954772.73
409000493201',,,727999,817228.69
409000493201',,,477103,867228.69
409000493201',,,784954,917228.69
409000493201',,,176134,967228.69
409000493201',,,935461,1017228.69
409000493201',,,100323,1067228.69
409000493201',,,547823,1117228.69
409000493201',,,402989,1167228.69
409000493201',,,853247,1217228.69
409000493201',,,998002,1267228.69
409000493201',,,558593,1317228.69
409000493201',,,686651,1367228.69
409000493201',,,995553,1417228.69
409000493201',,,665344,1024206.61
409000493201',,,971679,703990.77
409000493201',,,267659,753990.77
409000493201',,,927961,853990.77
409000493201',,,687057,903990.77
409000493201',,,278797,953990.77
